count;acPlayerID;laPlayerID;newGame;NewValue;RandomValue;LastValue;look
0;0;2;1;11;11;-1887167224;0
1;1;0;0;22;64;11;0
2;2;1;0;33;52;22;0
3;0;2;0;21;66;33;1
4;0;2;1;64;64;21;1
5;1;0;1;11;11;64;1
6;2;1;1;53;53;11;0
7;0;2;0;53;11;53;0
8;1;0;0;65;41;53;0
9;2;1;0;55;44;65;0
10;0;2;0;21;54;55;0
11;1;0;1;63;63;21;0
12;2;1;0;11;63;63;0
13;0;2;0;55;51;11;1
14;0;2;1;62;62;55;1
15;1;0;1;21;21;62;1
16;2;1;1;44;44;21;1
17;0;2;1;43;43;44;0
18;1;0;0;11;64;43;0
19;2;1;0;21;54;11;1
20;2;1;1;65;65;21;0
21;0;2;0;21;21;65;0
22;1;0;1;62;62;21;0
23;2;1;0;65;43;62;0
24;0;2;0;21;22;65;0
25;1;0;1;64;64;21;0
26;2;1;0;65;53;64;1
27;2;1;1;65;65;65;1
28;0;2;1;61;61;65;0
29;1;0;0;63;61;61;0
30;2;1;0;63;43;63;1
31;2;1;1;51;51;63;1
32;0;2;1;62;62;51;0
33;1;0;0;44;63;62;0
34;2;1;0;21;52;44;0
35;0;2;1;41;41;21;1
36;1;0;1;53;53;41;0
37;2;1;0;54;61;53;0
38;0;2;0;33;51;54;0
39;1;0;0;21;53;33;1
40;1;0;1;51;51;21;0
41;2;1;0;54;55;51;0
42;0;2;0;21;62;54;1
43;0;2;1;62;62;21;0
44;1;0;0;65;43;62;1
45;1;0;1;32;32;65;0
46;2;1;0;32;42;32;0
47;0;2;0;43;43;32;0
48;1;0;0;64;51;43;0
49;2;1;0;22;53;64;0
50;0;2;0;44;64;22;0
51;1;0;0;21;42;44;1
52;1;0;1;66;66;21;0
53;2;1;0;21;31;66;0
54;0;2;1;54;54;21;0
55;1;0;0;63;66;54;0
56;2;1;0;64;66;63;1
57;0;2;1;63;63;64;0
58;1;0;0;11;32;63;1
59;1;0;1;52;52;11;0
60;2;1;0;64;53;52;0
61;0;2;0;64;63;64;0
62;1;0;0;22;32;64;1
63;1;0;1;42;42;22;0
64;2;1;0;51;11;42;0
65;0;2;0;66;31;51;0
66;1;0;0;21;54;66;1
67;1;0;1;62;62;21;0
68;2;1;0;65;66;62;1
69;0;2;1;62;62;65;0
70;1;0;0;64;22;62;1
71;2;1;1;65;65;64;0
72;0;2;0;11;66;65;0
73;1;0;0;66;64;11;0
74;2;1;0;21;62;66;1
75;2;1;1;52;52;21;0
76;0;2;0;65;55;52;1
77;1;0;1;53;53;65;0
78;2;1;0;54;41;53;0
79;0;2;0;64;55;54;0
80;1;0;0;22;52;64;1
81;1;0;1;53;53;22;0
82;2;1;0;63;41;53;0
83;0;2;0;65;32;63;1
84;0;2;1;54;54;65;0
85;1;0;0;63;11;54;0
86;2;1;0;63;32;63;1
87;2;1;1;52;52;63;0
88;0;2;0;55;52;52;0
89;1;0;0;21;63;55;1
90;1;0;1;42;42;21;0
91;2;1;0;22;51;42;0
92;0;2;0;66;62;22;0
93;1;0;0;21;65;66;1
94;1;0;1;51;51;21;0
95;2;1;0;61;64;51;0
96;0;2;0;44;43;61;1
97;0;2;1;66;66;44;0
98;1;0;0;21;64;66;1
99;1;0;1;42;42;21;0
100;2;1;0;61;65;42;0
101;0;2;0;64;51;61;0
102;1;0;0;65;31;64;1
103;1;0;1;43;43;65;0
104;2;1;0;52;64;43;0
105;0;2;0;53;52;52;0
106;1;0;0;33;62;53;1
107;1;0;1;44;44;33;0
108;2;1;0;66;53;44;0
109;0;2;0;21;22;66;1
110;0;2;1;41;41;21;0
111;1;0;0;62;53;41;0
112;2;1;0;63;51;62;1
113;2;1;1;52;52;63;0
114;0;2;0;54;65;52;1
115;1;0;1;21;21;54;1
116;2;1;1;65;65;21;0
117;0;2;0;21;31;65;1
118;0;2;1;51;51;21;0
119;1;0;0;63;32;51;0
120;2;1;0;22;54;63;1
121;2;1;1;54;54;22;0
122;0;2;0;21;21;54;1
123;1;0;1;61;61;21;0
124;2;1;0;64;42;61;1
125;2;1;1;31;31;64;0
126;0;2;0;55;64;31;0
127;1;0;0;66;54;55;0
128;2;1;0;21;43;66;1
129;2;1;1;54;54;21;0
130;0;2;0;65;65;54;1
131;1;0;1;65;65;65;0
132;2;1;0;55;42;65;1
133;2;1;1;65;65;55;0
134;0;2;0;11;61;65;0
135;1;0;0;21;61;11;1
136;1;0;1;65;65;21;0
137;2;1;0;22;31;65;1
138;2;1;1;66;66;22;0
139;0;2;0;21;62;66;1
140;0;2;1;32;32;21;0
141;1;0;0;64;64;32;0
142;2;1;0;65;43;64;1
143;2;1;1;31;31;65;0
144;0;2;0;53;65;31;0
145;1;0;0;66;44;53;0
146;2;1;0;21;32;66;1
147;2;1;1;66;66;21;0
148;0;2;0;21;33;66;1
149;0;2;1;51;51;21;0
150;1;0;0;62;66;51;0
151;2;1;0;33;55;62;1
152;0;2;1;63;63;33;0
153;1;0;0;55;22;63;0
154;2;1;0;21;55;55;1
155;2;1;1;54;54;21;0
156;0;2;0;21;42;54;0
157;1;0;1;42;42;21;0
158;2;1;0;53;66;42;0
159;0;2;0;61;55;53;0
160;1;0;0;64;51;61;1
161;1;0;1;42;42;64;0
162;2;1;0;52;21;42;0
163;0;2;0;65;63;52;0
164;1;0;0;21;42;65;1
165;1;0;1;64;64;21;0
166;2;1;0;22;61;64;1
167;2;1;1;42;42;22;0
168;0;2;0;64;53;42;1
169;0;2;1;61;61;64;0
170;1;0;0;62;42;61;1
171;1;0;1;55;55;62;0
172;2;1;0;21;31;55;1
173;2;1;1;62;62;21;0
174;0;2;0;64;53;62;0
175;1;0;0;21;11;64;1
176;1;0;1;62;62;21;0
177;2;1;0;64;21;62;1
178;0;2;1;21;21;64;1
179;1;0;1;52;52;21;0
180;2;1;0;66;64;52;1
181;2;1;1;22;22;66;1
182;0;2;1;52;52;22;0
183;1;0;0;62;31;52;0
184;2;1;0;33;31;62;0
185;0;2;0;44;33;33;0
186;1;0;0;55;53;44;0
187;2;1;0;21;51;55;1
188;2;1;1;54;54;21;0
189;0;2;0;63;64;54;0
190;1;0;0;21;65;63;1
191;1;0;1;41;41;21;0
192;2;1;0;53;44;41;0
193;0;2;0;61;62;53;0
194;1;0;0;63;22;61;1
195;2;1;1;32;32;63;0
196;0;2;0;53;43;32;0
197;1;0;0;64;54;53;1
198;1;0;1;42;42;64;0
199;2;1;0;61;54;42;0
200;0;2;0;62;61;61;1
201;0;2;1;42;42;62;0
202;1;0;0;55;22;42;0
203;2;1;0;21;65;55;1
204;2;1;1;52;52;21;0
205;0;2;0;65;54;52;1
206;0;2;1;65;65;65;0
207;1;0;0;33;21;65;0
208;2;1;0;21;22;33;1
209;2;1;1;21;21;21;0
210;0;2;1;62;62;21;0
211;1;0;0;65;52;62;1
212;1;0;1;41;41;65;0
213;2;1;0;65;33;41;0
214;0;2;0;21;54;65;1
215;0;2;1;32;32;21;0
216;1;0;0;63;64;32;0
217;2;1;0;44;42;63;1
218;2;1;1;65;65;44;0
219;0;2;0;22;43;65;1
220;0;2;1;44;44;22;0
221;1;0;0;55;42;44;1
222;1;0;1;31;31;55;0
223;2;1;0;21;31;31;0
224;0;2;1;41;41;21;0
225;1;0;0;53;53;41;0
226;2;1;0;63;31;53;1
227;2;1;1;41;41;63;0
