count;acPlayerID;laPlayerID;newGame;NewValue;RandomValue;LastValue;look
400;2;1;0;63;43;62;1
401;2;1;1;31;31;63;0
402;0;2;0;52;52;31;0
403;1;0;0;53;43;52;1
404;1;0;1;51;51;53;0
405;2;1;0;62;62;51;0
406;0;2;0;63;41;62;1
407;0;2;1;21;21;63;0
408;1;0;1;53;53;21;0
409;2;1;0;64;64;53;0
410;0;2;0;65;61;64;1
411;0;2;1;61;61;65;0
412;1;0;0;11;11;61;0
413;2;1;0;22;53;11;1
414;2;1;1;42;42;22;0
415;0;2;0;61;61;42;0
416;1;0;0;62;61;61;1
417;1;0;1;65;65;62;0
418;2;1;0;11;43;65;1
419;2;1;1;43;43;11;0
420;0;2;0;54;54;43;0
421;1;0;0;63;63;54;0
422;2;1;0;64;52;63;1
423;2;1;1;42;42;64;0
424;0;2;0;61;61;42;0
425;1;0;0;62;53;61;1
426;1;0;1;41;41;62;0
427;2;1;0;61;61;41;0
428;0;2;0;62;62;61;1
429;1;0;1;64;64;62;0
430;2;1;0;65;63;64;1
431;2;1;1;11;11;65;0
432;0;2;0;22;61;11;1
433;0;2;1;52;52;22;0
434;1;0;0;65;65;52;0
435;2;1;0;55;55;65;0
436;0;2;0;66;65;55;1
437;0;2;1;52;52;66;0
438;1;0;0;65;65;52;0
439;2;1;0;11;43;65;1
440;2;1;1;52;52;11;0
441;0;2;0;53;53;52;1
442;1;0;1;43;43;53;0
443;2;1;0;51;42;43;1
444;2;1;1;21;21;51;0
445;0;2;1;53;53;21;0
446;1;0;0;54;31;53;1
447;1;0;1;51;51;54;0
448;2;1;0;52;43;51;1
449;2;1;1;62;62;52;0
450;0;2;0;63;62;62;1
451;0;2;1;64;64;63;0
452;1;0;0;65;65;64;1
453;2;1;1;52;52;65;0
454;0;2;0;53;53;52;1
455;1;0;1;55;55;53;0
456;2;1;0;66;64;55;1
457;2;1;1;22;22;66;0
458;0;2;0;33;53;22;1
459;0;2;1;53;53;33;0
460;1;0;0;62;62;53;0
461;2;1;0;63;51;62;1
462;2;1;1;62;62;63;0
463;0;2;0;63;52;62;1
464;0;2;1;31;31;63;0
465;1;0;0;64;64;31;0
466;2;1;0;65;41;64;1
467;2;1;1;54;54;65;0
468;0;2;0;44;44;54;0
469;1;0;0;66;66;44;0
470;2;1;0;21;52;66;1
471;2;1;1;53;53;21;0
472;0;2;0;64;64;53;0
473;1;0;0;44;44;64;0
474;2;1;0;55;41;44;1
475;2;1;1;62;62;55;0
476;0;2;0;44;44;62;0
477;1;0;0;55;63;44;1
478;1;0;1;32;32;55;0
479;2;1;0;51;51;32;0
480;0;2;0;52;42;51;1
481;0;2;1;21;21;52;0
482;1;0;1;63;63;21;0
483;2;1;0;64;51;63;1
484;2;1;1;21;21;64;0
485;0;2;1;61;61;21;0
486;1;0;0;62;61;61;1
487;1;0;1;55;55;62;0
488;2;1;0;66;42;55;1
489;2;1;1;65;65;66;0
490;0;2;0;11;65;65;1
491;0;2;1;21;21;11;0
492;1;0;1;53;53;21;0
493;2;1;0;54;43;53;1
494;2;1;1;21;21;54;0
495;0;2;1;42;42;21;0
496;1;0;0;43;41;42;0
497;2;1;0;51;43;43;1
498;2;1;1;54;54;51;0
499;0;2;0;61;54;54;1
500;0;2;1;31;31;61;0
501;1;0;0;44;44;31;0
502;2;1;0;55;32;44;1
503;2;1;1;41;41;55;0
504;0;2;0;61;61;41;0
505;1;0;0;62;52;61;1
506;1;0;1;32;32;62;0
507;2;1;0;55;55;32;0
508;0;2;0;66;62;55;1
509;0;2;1;41;41;66;0
510;1;0;0;43;43;41;0
511;2;1;0;63;63;43;0
512;0;2;0;65;65;63;1
513;1;0;1;31;31;65;0
514;2;1;0;53;53;31;0
515;0;2;0;54;41;53;1
516;0;2;1;11;11;54;0
517;1;0;0;22;43;11;1
518;1;0;1;64;64;22;0
519;2;1;0;65;61;64;1
520;2;1;1;52;52;65;0
521;0;2;0;54;54;52;1
522;1;0;1;63;63;54;0
523;2;1;0;66;66;63;0
524;0;2;0;21;63;66;1
525;0;2;1;51;51;21;0
526;1;0;0;62;62;51;0
527;2;1;0;64;64;62;0
528;0;2;0;65;64;64;1
529;0;2;1;66;66;65;0
530;1;0;0;21;22;66;1
531;1;0;1;62;62;21;0
532;2;1;0;21;21;62;0
