count;acPlayerID;laPlayerID;newGame;NewValue;RandomValue;LastValue;look
0;0;2;1;11;11;1698475551;0
1;1;0;0;22;64;11;0
2;2;1;0;33;52;22;0
3;0;2;0;33;66;33;1
4;1;0;1;64;64;33;0
5;2;1;0;65;11;64;0
6;0;2;0;66;51;65;0
7;1;0;0;21;44;66;0
8;2;1;1;64;64;21;0
9;0;2;0;22;64;64;0
10;1;0;0;55;65;22;0
11;2;1;0;55;66;55;1
12;0;2;1;51;51;55;0
13;1;0;0;55;51;51;0
14;2;1;0;21;61;55;0
15;0;2;1;44;44;21;1
16;1;0;1;43;43;44;0
17;2;1;0;63;64;43;0
18;0;2;0;55;54;63;0
19;1;0;0;21;65;55;1
20;1;0;1;61;61;21;0
21;2;1;0;61;62;61;0
22;0;2;0;33;43;61;0
23;1;0;0;44;52;33;0
24;2;1;0;55;63;44;0
25;0;2;0;21;65;55;1
26;0;2;1;61;61;21;0
27;1;0;0;63;61;61;0
28;2;1;0;63;43;63;1
29;2;1;1;51;51;63;1
30;0;2;1;62;62;51;1
31;1;0;1;63;63;62;1
32;2;1;1;22;22;63;1
33;0;2;1;51;51;22;0
34;1;0;0;62;41;51;0
35;2;1;0;62;63;62;0
36;0;2;0;64;65;62;0
37;1;0;0;21;43;64;1
38;1;0;1;61;61;21;0
39;2;1;0;63;55;61;1
40;0;2;1;63;63;63;0
41;1;0;0;44;62;63;0
42;2;1;0;66;63;44;0
43;0;2;0;21;32;66;1
44;0;2;1;42;42;21;0
45;1;0;0;42;43;42;0
46;2;1;0;62;65;42;0
47;0;2;0;65;54;62;0
48;1;0;0;33;64;65;0
49;2;1;0;44;42;33;1
50;2;1;1;61;61;44;0
51;0;2;0;62;61;61;0
52;1;0;0;64;41;62;0
53;2;1;0;65;66;64;0
54;0;2;0;11;66;65;0
55;1;0;0;44;63;11;0
56;2;1;0;66;52;44;1
57;2;1;1;53;53;66;0
58;0;2;0;54;51;53;0
59;1;0;0;62;63;54;0
60;2;1;0;62;21;62;0
61;0;2;0;63;21;62;0
62;1;0;0;64;63;63;0
63;2;1;0;66;53;64;0
64;0;2;0;21;61;66;1
65;0;2;1;66;66;21;0
66;1;0;0;21;61;66;1
67;1;0;1;22;22;21;0
68;2;1;0;21;62;22;0
69;0;2;1;66;66;21;0
70;1;0;0;21;62;66;1
71;1;0;1;64;64;21;0
72;2;1;0;65;52;64;0
73;0;2;0;11;52;65;0
74;1;0;0;11;33;11;0
75;2;1;0;33;41;11;0
76;0;2;0;44;55;33;1
77;1;0;1;52;52;44;0
78;2;1;0;53;63;52;1
79;0;2;1;41;41;53;0
80;1;0;0;51;32;41;0
81;2;1;0;53;64;51;0
82;0;2;0;65;11;53;0
83;1;0;0;55;32;65;0
84;2;1;0;21;52;55;1
85;2;1;1;52;52;21;0
86;0;2;0;61;63;52;0
87;1;0;0;65;42;61;1
88;1;0;1;31;31;65;0
89;2;1;0;51;62;31;0
90;0;2;0;53;65;51;0
91;1;0;0;22;51;53;0
92;2;1;0;55;54;22;1
93;2;1;1;43;43;55;0
94;0;2;0;33;66;43;0
95;1;0;0;44;65;33;1
96;1;0;1;64;64;44;0
97;2;1;0;66;51;64;1
98;2;1;1;61;61;66;0
99;0;2;0;65;31;61;1
100;0;2;1;43;43;65;0
101;1;0;0;61;64;43;0
102;2;1;0;21;52;61;0
103;0;2;1;62;62;21;0
104;1;0;0;66;41;62;1
105;1;0;1;53;53;66;0
106;2;1;0;61;42;53;0
107;0;2;0;61;41;61;0
108;1;0;0;55;53;61;0
109;2;1;0;21;51;55;1
110;2;1;1;52;52;21;0
111;0;2;0;54;65;52;0
112;1;0;0;44;21;54;0
113;2;1;0;55;61;44;1
114;2;1;1;31;31;55;0
115;0;2;0;43;53;31;0
116;1;0;0;61;65;43;0
117;2;1;0;21;41;61;1
118;2;1;1;21;21;21;0
119;0;2;1;66;66;21;0
120;1;0;0;21;41;66;1
121;1;0;1;21;21;21;0
122;2;1;1;63;63;21;0
123;0;2;0;11;41;63;0
124;1;0;0;21;41;11;1
125;1;0;1;31;31;21;0
126;2;1;0;43;54;31;0
127;0;2;0;61;66;43;0
128;1;0;0;63;64;61;0
129;2;1;0;44;66;63;1
130;0;2;1;61;61;44;0
131;1;0;0;61;62;61;0
132;2;1;0;11;55;61;0
133;0;2;0;66;31;11;0
134;1;0;0;21;66;66;1
135;1;0;1;62;62;21;0
136;2;1;0;21;32;62;1
137;2;1;1;54;54;21;0
138;0;2;0;55;43;54;0
139;1;0;0;21;31;55;1
140;1;0;1;66;66;21;0
141;2;1;0;21;44;66;1
142;2;1;1;32;32;21;0
143;0;2;0;43;64;32;0
144;1;0;0;51;33;43;0
145;2;1;0;63;51;51;0
146;0;2;0;63;64;63;1
147;1;0;1;54;54;63;0
148;2;1;0;62;63;54;0
149;0;2;0;44;52;62;0
150;1;0;0;55;53;44;1
151;1;0;1;42;42;55;0
152;2;1;0;52;54;42;0
153;0;2;0;53;62;52;0
154;1;0;0;53;54;53;0
155;2;1;0;11;41;53;0
156;0;2;0;22;44;11;1
157;1;0;1;21;21;22;0
158;2;1;1;66;66;21;0
159;0;2;0;21;33;66;1
160;0;2;1;54;54;21;0
161;1;0;0;54;64;54;1
162;2;1;1;64;64;54;0
163;0;2;0;55;42;64;1
164;0;2;1;33;33;55;0
165;1;0;0;55;61;33;0
166;2;1;0;21;54;55;1
167;2;1;1;53;53;21;0
168;0;2;0;61;21;53;1
169;1;0;1;32;32;61;0
170;2;1;0;41;55;32;0
171;0;2;0;43;51;41;0
172;1;0;0;54;21;43;0
173;2;1;0;65;21;54;0
174;0;2;0;55;52;65;1
175;0;2;1;54;54;55;0
176;1;0;0;65;22;54;0
177;2;1;0;65;32;65;0
178;0;2;0;22;41;65;1
179;0;2;1;43;43;22;0
180;1;0;0;51;33;43;0
181;2;1;0;62;55;51;1
182;0;2;1;53;53;62;0
183;1;0;0;53;54;53;0
184;2;1;0;53;62;53;0
185;0;2;0;62;63;53;0
186;1;0;0;64;44;62;1
187;2;1;1;65;65;64;0
188;0;2;0;44;42;65;0
189;1;0;0;66;21;44;1
190;2;1;1;42;42;66;0
191;0;2;0;42;43;42;0
192;1;0;0;43;52;42;0
193;2;1;0;65;44;43;0
194;0;2;0;65;21;65;1
195;1;0;1;52;52;65;0
196;2;1;0;62;42;52;0
197;0;2;0;63;52;62;0
198;1;0;0;22;52;63;0
199;2;1;0;21;54;22;1
200;2;1;1;65;65;21;0
201;0;2;0;33;21;65;1
202;1;0;1;22;22;33;0
203;2;1;0;44;51;22;0
204;0;2;0;55;62;44;1
205;0;2;1;21;21;55;1
206;1;0;1;41;41;21;0
207;2;1;0;41;33;41;0
208;0;2;0;53;54;41;0
209;1;0;0;62;32;53;0
210;2;1;0;62;64;62;0
211;0;2;0;65;32;62;1
212;0;2;1;53;53;65;0
213;1;0;0;62;64;53;0
214;2;1;0;33;44;62;1
215;0;2;1;51;51;33;0
216;1;0;0;52;31;51;0
217;2;1;0;64;41;52;0
218;0;2;0;55;53;64;1
219;0;2;1;31;31;55;0
220;1;0;0;63;21;31;0
221;2;1;0;22;21;63;1
222;0;2;1;21;21;22;0
223;1;0;1;63;63;21;0
224;2;1;0;63;63;63;0
225;0;2;0;63;51;63;0
226;1;0;0;64;62;63;1
227;1;0;1;21;21;64;0
228;2;1;1;21;21;21;0
229;0;2;1;21;21;21;0
230;1;0;1;32;32;21;0
231;2;1;0;43;63;32;0
232;0;2;0;62;64;43;0
233;1;0;0;65;21;62;1
234;2;1;1;21;21;65;0
235;0;2;1;52;52;21;0
236;1;0;0;62;41;52;1
237;1;0;1;61;61;62;0
238;2;1;0;21;52;61;1
239;2;1;1;42;42;21;0
240;0;2;0;43;52;42;0
241;1;0;0;51;66;43;0
242;2;1;0;53;61;51;0
243;0;2;0;54;62;53;0
244;1;0;0;66;51;54;0
245;2;1;0;21;33;66;1
246;2;1;1;22;22;21;0
247;0;2;0;66;21;22;0
248;1;0;0;21;62;66;1
249;1;0;1;42;42;21;0
250;2;1;0;51;53;42;0
251;0;2;0;33;43;51;0
252;1;0;0;21;31;33;0
253;2;1;1;62;62;21;0
254;0;2;0;62;65;62;0
255;1;0;0;62;63;62;0
256;2;1;0;55;61;62;1
257;2;1;1;41;41;55;0
258;0;2;0;64;21;41;0
259;1;0;0;64;42;64;0
260;2;1;0;44;52;64;0
261;0;2;0;66;61;44;1
262;0;2;1;32;32;66;0
263;1;0;0;64;33;32;0
264;2;1;0;65;62;64;0
265;0;2;0;11;52;65;0
266;1;0;0;33;43;11;1
267;1;0;1;32;32;33;0
268;2;1;0;41;64;32;0
269;0;2;0;42;32;41;0
270;1;0;0;42;43;42;0
271;2;1;0;66;31;42;0
272;0;2;0;21;52;66;1
273;0;2;1;44;44;21;0
274;1;0;0;21;43;44;0
275;2;1;1;41;41;21;0
276;0;2;0;41;42;41;0
277;1;0;0;53;54;41;0
278;2;1;0;53;63;53;0
279;0;2;0;53;54;53;0
280;1;0;0;54;64;53;0
281;2;1;0;54;61;54;0
282;0;2;0;65;43;54;0
283;1;0;0;66;52;65;1
284;1;0;1;63;63;66;0
285;2;1;0;11;22;63;1
286;0;2;1;52;52;11;0
287;1;0;0;62;31;52;1
288;1;0;1;65;65;62;1
289;2;1;1;65;65;65;0
290;0;2;0;21;53;65;1
291;0;2;1;62;62;21;0
292;1;0;0;62;63;62;0
293;2;1;0;63;41;62;0
294;0;2;0;22;41;63;0
295;1;0;0;44;43;22;1
296;1;0;1;64;64;44;0
297;2;1;0;65;31;64;1
298;2;1;1;52;52;65;0
299;0;2;0;33;43;52;0
300;1;0;0;55;52;33;1
301;1;0;1;41;41;55;0
302;2;1;0;52;21;41;0
303;0;2;0;53;54;52;0
304;1;0;0;54;61;53;0
305;2;1;0;62;11;54;0
306;0;2;0;21;53;62;1
307;0;2;1;41;41;21;0
308;1;0;0;43;66;41;0
309;2;1;0;63;65;43;0
310;0;2;0;65;33;63;1
311;1;0;1;54;54;65;0
312;2;1;0;61;63;54;0
313;0;2;0;63;42;61;0
314;1;0;0;64;61;63;1
315;1;0;1;31;31;64;0
316;2;1;0;32;41;31;0
317;0;2;0;41;62;32;0
318;1;0;0;42;43;41;0
319;2;1;0;64;11;42;0
320;0;2;0;64;65;64;1
321;1;0;1;65;65;64;0
322;2;1;0;11;55;65;1
323;0;2;1;52;52;11;0
324;1;0;0;63;65;52;1
325;2;1;1;43;43;63;0
326;0;2;0;51;52;43;0
327;1;0;0;11;33;51;0
328;2;1;0;21;42;11;1
329;2;1;1;52;52;21;0
330;0;2;0;64;31;52;1
331;0;2;1;51;51;64;0
332;1;0;0;55;43;51;1
333;1;0;1;62;62;55;0
334;2;1;0;22;42;62;1
335;2;1;1;65;65;22;0
336;0;2;0;21;52;65;1
337;0;2;1;55;55;21;0
338;1;0;0;66;65;55;0
339;2;1;0;21;22;66;1
340;2;1;1;33;33;21;0
341;0;2;0;21;52;33;1
342;0;2;1;51;51;21;0
343;1;0;0;61;62;51;0
344;2;1;0;66;21;61;1
345;0;2;1;64;64;66;0
346;1;0;0;21;41;64;1
347;1;0;1;44;44;21;0
348;2;1;0;66;64;44;1
349;2;1;1;52;52;66;0
350;0;2;0;52;53;52;0
351;1;0;0;63;44;52;1
352;2;1;1;41;41;63;0
353;0;2;0;51;62;41;1
354;1;0;1;64;64;51;0
355;2;1;0;65;33;64;1
356;0;2;1;51;51;65;0
357;1;0;0;53;42;51;0
358;2;1;0;61;62;53;0
359;0;2;0;65;51;61;1
360;0;2;1;21;21;65;0
361;1;0;1;66;66;21;0
362;2;1;0;21;51;66;1
363;2;1;1;42;42;21;0
364;0;2;0;62;65;42;0
365;1;0;0;65;52;62;1
366;1;0;1;53;53;65;0
367;2;1;0;61;43;53;0
368;0;2;0;65;42;61;1
369;0;2;1;41;41;65;0
370;1;0;0;41;43;41;0
371;2;1;0;63;55;41;0
372;0;2;0;63;31;63;1
373;0;2;1;43;43;63;0
374;1;0;0;51;21;43;0
375;2;1;0;51;61;51;0
376;0;2;0;52;53;51;0
377;1;0;0;61;55;52;0
378;2;1;0;61;21;61;0
379;0;2;0;55;43;61;1
