count;acPlayerID;laPlayerID;newGame;NewValue;RandomValue;LastValue;look
339;0;2;0;51;51;31;0
340;1;0;0;21;21;51;1
341;2;1;1;54;54;21;0
342;0;2;0;11;54;54;1
343;0;2;1;11;11;11;1
344;1;0;1;32;32;11;0
345;2;1;0;64;64;32;1
346;0;2;1;41;41;64;0
347;1;0;0;53;53;41;0
348;2;1;0;54;54;53;0
349;0;2;0;65;65;54;1
350;1;0;1;31;31;65;0
351;2;1;0;61;31;31;1
352;2;1;1;63;63;61;1
353;0;2;1;61;61;63;1
354;1;0;1;52;52;61;0
355;2;1;0;66;31;52;1
356;2;1;1;21;21;66;1
357;0;2;1;65;65;21;1
358;1;0;1;11;11;65;1
359;2;1;1;65;65;11;1
360;0;2;1;21;21;65;1
361;1;0;1;21;21;21;1
362;2;1;1;51;51;21;0
363;0;2;0;53;53;51;0
364;1;0;0;21;21;53;1
365;2;1;1;66;66;21;1
366;0;2;1;63;63;66;1
367;1;0;1;54;54;63;0
368;2;1;0;33;42;54;1
369;2;1;1;21;21;33;1
370;0;2;1;55;55;21;1
371;1;0;1;62;62;55;1
372;2;1;1;42;42;62;0
373;0;2;0;53;42;42;0
374;1;0;0;63;32;53;1
375;1;0;1;41;41;63;0
376;2;1;0;66;66;41;1
377;0;2;1;21;21;66;1
378;1;0;1;21;21;21;1
379;2;1;1;51;51;21;0
380;0;2;0;62;42;51;1
381;0;2;1;51;51;62;0
382;1;0;0;55;31;51;1
383;1;0;1;53;53;55;0
384;2;1;0;66;53;53;1
385;2;1;1;62;62;66;1
386;0;2;1;21;21;62;1
387;1;0;1;61;61;21;1
388;2;1;1;54;54;61;0
389;0;2;0;65;42;54;1
390;0;2;1;32;32;65;0
391;1;0;0;11;11;32;1
392;2;1;1;63;63;11;1
393;0;2;1;54;54;63;0
394;1;0;0;63;63;54;1
395;2;1;1;22;22;63;1
396;0;2;1;21;21;22;1
397;1;0;1;32;32;21;0
398;2;1;0;54;54;32;0
399;0;2;0;65;65;54;1
400;1;0;1;44;44;65;1
401;2;1;1;41;41;44;0
402;0;2;0;64;64;41;1
403;1;0;1;65;65;64;1
404;2;1;1;51;51;65;0
405;0;2;0;61;61;51;1
406;1;0;1;53;53;61;0
407;2;1;0;54;54;53;0
408;0;2;0;62;41;54;1
409;0;2;1;41;41;62;0
410;1;0;0;66;66;41;1
411;2;1;1;64;64;66;1
412;0;2;1;55;55;64;1
413;1;0;1;42;42;55;0
414;2;1;0;53;31;42;0
415;0;2;0;63;52;53;1
416;0;2;1;21;21;63;1
417;1;0;1;31;31;21;0
418;2;1;0;51;51;31;0
419;0;2;0;53;53;51;0
420;1;0;0;33;33;53;1
421;2;1;1;64;64;33;1
422;0;2;1;21;21;64;1
423;1;0;1;54;54;21;0
424;2;1;0;63;63;54;1
425;0;2;1;21;21;63;1
426;1;0;1;62;62;21;1
427;2;1;1;55;55;62;1
428;0;2;1;65;65;55;1
429;1;0;1;62;62;65;1
430;2;1;1;41;41;62;0
431;0;2;0;54;54;41;0
432;1;0;0;63;54;54;1
433;1;0;1;51;51;63;0
434;2;1;0;51;31;51;0
435;0;2;0;52;51;51;0
436;1;0;0;65;65;52;1
437;2;1;1;51;51;65;0
438;0;2;0;11;32;51;1
439;0;2;1;41;41;11;0
440;1;0;0;52;52;41;0
441;2;1;0;64;64;52;1
442;0;2;1;55;55;64;1
443;1;0;1;32;32;55;0
444;2;1;0;63;63;32;1
445;0;2;1;41;41;63;0
446;1;0;0;63;63;41;1
447;2;1;1;51;51;63;0
448;0;2;0;55;42;51;1
449;0;2;1;65;65;55;1
450;1;0;1;51;51;65;0
451;2;1;0;64;32;51;1
452;2;1;1;61;61;64;1
453;0;2;1;11;11;61;1
454;1;0;1;61;61;11;1
455;2;1;1;66;66;61;1
456;0;2;1;51;51;66;0
457;1;0;0;61;32;51;1
458;1;0;1;64;64;61;1
459;2;1;1;42;42;64;0
460;0;2;0;61;61;42;1
461;1;0;1;55;55;61;1
462;2;1;1;43;43;55;0
463;0;2;0;61;61;43;1
464;1;0;1;32;32;61;0
465;2;1;0;55;55;32;1
466;0;2;1;63;63;55;1
467;1;0;1;32;32;63;0
468;2;1;0;52;52;32;0
469;0;2;0;54;42;52;0
470;1;0;0;21;21;54;1
471;2;1;1;41;41;21;0
472;0;2;0;62;32;41;1
473;0;2;1;21;21;62;1
474;1;0;1;64;64;21;1
475;2;1;1;32;32;64;0
476;0;2;0;52;52;32;0
477;1;0;0;55;55;52;1
478;2;1;1;31;31;55;0
479;0;2;0;11;11;31;1
480;1;0;1;31;31;11;0
481;2;1;0;53;53;31;0
482;0;2;0;21;21;53;1
483;1;0;1;54;54;21;0
484;2;1;0;22;32;54;1
485;2;1;1;43;43;22;0
486;0;2;0;61;32;43;1
487;0;2;1;65;65;61;1
488;1;0;1;64;64;65;1
489;2;1;1;32;32;64;0
490;0;2;0;53;53;32;0
491;1;0;0;54;41;53;0
492;2;1;0;33;54;54;1
493;2;1;1;53;53;33;0
494;0;2;0;21;21;53;1
495;1;0;1;31;31;21;0
496;2;1;0;53;53;31;0
497;0;2;0;65;65;53;1
498;1;0;1;53;53;65;0
499;2;1;0;61;61;53;1
